,NAME,ROUNDS,SCORING,DRIVE_DISTANCE,FWY_%,GIR_%,SG_P,SG_TTG,SG_T,POINTS,TOP 10,1ST,Year,MONEY,COUNTRY
221,Briny Baird,113,70.187,285.2,66.03,70.00,-.231,.931,.700,"15,865",3,,2008,"$2,039,808",USA
222,Bubba Watson,97,70.789,315.1,55.16,67.60,-.385,.904,.518,"14,850",3,,2008,"$1,533,523",USA
223,Cameron Beckman,87,71.238,281.9,67.64,65.82,-.282,.171,-.111,"1,262",2,1,2008,"$1,312,837",USA
224,Camilo Villegas,79,69.490,293.3,58.15,64.60,.088,1.166,1.254,"34,541",7,2,2008,"$4,422,641",COL
225,Carl Pettersson,110,70.245,286.0,59.87,63.54,.534,.220,.754,"19,315",5,1,2008,"$2,512,538",SWE
226,Carlos Franco,73,71.099,285.6,58.20,66.83,.230,-.190,.040,"1,372",,,2008,"$378,769",PAR
227,Chad Campbell,94,70.040,289.9,65.68,68.44,.169,.732,.901,"15,686",7,,2008,"$2,404,770",USA
228,Chad Collins,72,71.538,277.5,58.98,60.86,.648,-1.131,-.483,632,,,2008,"$339,959",USA
229,Charles Howell III,101,70.820,293.6,56.78,66.78,-.104,.648,.545,"6,323",4,,2008,"$1,449,232",USA
230,Charles Warren,79,72.106,301.1,65.43,66.88,-.947,.031,-.916,"2,769",2,,2008,"$800,694",USA
231,Charley Hoffman,94,71.287,300.8,63.35,66.24,-.118,.038,-.079,"9,833",3,,2008,"$945,702",USA
232,Charlie Wi,97,70.229,287.4,67.33,66.44,.014,.456,.470,"11,345",4,,2008,"$1,515,395",KOR
233,Chez Reavie,102,70.957,281.8,72.56,66.61,-.194,.138,-.056,"10,869",2,1,2008,"$1,444,102",USA
234,Chris DiMarco,87,71.378,277.4,63.12,63.35,.133,-.316,-.183,"1,871",1,,2008,"$590,744",USA
235,Chris Riley,51,71.237,279.1,66.50,61.89,.213,-.667,-.454,"1,277",1,,2008,"$388,850",USA
236,Chris Stroud,81,71.730,287.4,66.38,67.63,-.413,-.143,-.556,499,2,,2008,"$482,405",USA
237,Cliff Kresge,84,70.954,280.9,62.26,65.00,-.118,.000,-.118,"4,487",4,,2008,"$1,068,207",USA
238,Corey Pavin,69,70.325,261.4,69.22,57.95,.973,-.594,.379,"5,989",2,,2008,"$924,282",USA
239,Craig Kanada,65,71.058,272.6,69.38,62.52,.407,-.615,-.208,"1,604",,,2008,"$363,597",USA
240,D.J. Trahan,94,70.329,291.3,65.31,66.25,-.411,.934,.523,"17,274",4,1,2008,"$2,304,368",USA
241,Daniel Chopra,84,71.204,294.2,52.76,59.77,.786,-.726,.061,"6,375",1,1,2008,"$1,630,690",SWE
242,David Duval,51,73.203,285.5,49.01,57.84,-.160,-1.716,-1.876,149,,,2008,"$114,974",USA
243,David Lutterus,59,72.383,287.9,61.06,62.37,-.903,-.798,-1.701,566,,,2008,"$129,886",AUS
244,David Toms,70,70.317,282.2,65.58,65.20,-.193,.741,.548,"2,520",1,,2008,"$799,114",USA
245,Davis Love III,78,70.297,301.3,58.22,64.74,-.100,.764,.664,"1,512",3,1,2008,"$1,695,237",USA
246,Dean Wilson,109,70.712,276.2,61.70,65.61,.579,-.238,.341,"11,372",3,,2008,"$1,350,002",USA
247,Doug LaBelle II,65,71.105,281.6,68.06,64.66,.407,-.697,-.290,"1,102",1,,2008,"$338,132",USA
248,Dudley Hart,74,70.587,275.5,61.18,66.11,.652,-.119,.532,"18,620",6,,2008,"$2,218,817",USA
249,Dustin Johnson,92,71.223,309.7,53.05,63.71,-.319,.038,-.280,"2,679",3,1,2008,"$1,789,895",USA
250,Eric Axley,113,71.316,287.7,56.39,61.16,.605,-.989,-.384,"10,218",3,,2008,"$899,215",USA
251,Ernie Els,51,69.898,291.6,56.88,61.33,-.509,1.120,.611,"18,723",5,1,2008,"$2,537,290",RSA
252,Frank Lickliter II,107,71.263,284.1,64.99,63.97,-.018,-.289,-.307,"6,192",,,2008,"$548,113",USA
253,Fred Couples,60,70.758,299.6,57.49,65.46,.043,.718,.762,"3,837",3,,2008,"$949,281",USA
254,Freddie Jacobson,78,70.300,282.7,59.95,61.82,.455,.134,.589,"11,166",3,,2008,"$1,597,423",SWE
255,Gavin Coles,54,70.744,271.5,71.99,67.15,.217,.111,.328,"1,699",1,,2008,"$455,003",AUS
256,Geoff Ogilvy,65,70.253,292.1,58.18,61.89,.125,.684,.810,"15,304",6,1,2008,"$2,880,099",AUS
257,George McNeill,97,70.785,295.0,59.42,68.44,-.076,.463,.387,"5,693",3,,2008,"$1,361,532",USA
258,Glen Day,64,70.623,274.9,69.02,64.37,.051,.293,.344,"4,123",1,,2008,"$435,263",USA
259,Greg Kraft,63,71.265,273.6,68.71,59.49,.501,-.815,-.314,"3,319",3,1,2008,"$1,204,559",USA
260,Harrison Frazar,73,71.606,299.9,60.11,70.34,-.912,.368,-.545,"1,043",1,,2008,"$444,059",USA
261,Heath Slocum,104,70.638,279.9,73.95,66.77,-.442,.719,.277,"10,429",5,,2008,"$1,491,916",USA
262,Hunter Mahan,87,70.171,289.9,66.02,69.61,.341,.665,1.006,"18,312",5,,2008,"$2,208,855",USA
263,Ian Poulter,51,70.269,283.6,59.77,59.75,.518,-.138,.380,"5,073",1,,2008,"$1,488,214",ENG
264,J.B. Holmes,86,70.596,310.3,52.40,62.94,-.050,.574,.524,"12,500",3,1,2008,"$2,166,131",USA
265,J.J. Henry,108,70.978,291.7,65.60,69.19,.089,.009,.098,"6,485",2,,2008,"$931,162",USA
266,J.P. Hayes,67,71.875,284.2,63.24,61.03,-.062,-.826,-.889,"1,275",1,,2008,"$312,152",USA
267,James Driscoll,85,71.600,295.0,53.51,65.05,.215,-.453,-.238,"2,457",1,,2008,"$708,549",USA
268,Jason Allred,63,72.357,298.6,55.05,62.67,-.357,-.780,-1.137,286,,,2008,"$100,596",USA
269,Jason Day,81,71.176,297.4,60.39,65.50,.214,-.297,-.083,"6,726",2,,2008,"$767,393",AUS
270,Jason Gore,94,71.174,299.7,67.71,67.02,.004,.060,.064,"2,258",3,,2008,"$779,664",USA
271,Jay Williamson,96,71.363,284.4,69.73,66.73,-.466,.108,-.358,"9,974",1,,2008,"$758,862",USA
272,Jeff Gove,50,71.457,286.4,72.43,67.87,-.555,.413,-.142,"1,308",1,,2008,"$290,410",USA
273,Jeff Maggert,86,71.218,285.9,66.89,66.34,-.177,-.082,-.260,"1,287",,,2008,"$444,484",USA
274,Jeff Overton,103,70.954,297.6,54.31,64.14,.189,.058,.247,"6,050",3,,2008,"$890,489",USA
275,Jeff Quinney,87,70.788,272.5,61.98,61.81,.654,-.239,.415,"7,329",3,,2008,"$1,999,371",USA
276,Jerry Kelly,89,70.941,277.0,66.21,63.36,.045,.155,.200,"11,185",4,,2008,"$1,652,400",USA
277,Jesper Parnevik,88,70.923,287.6,60.85,60.85,.561,-.381,.180,"6,472",,,2008,"$635,819",SWE
278,Jim Furyk,95,69.694,280.4,69.37,66.78,.405,.881,1.287,"24,868",9,,2008,"$3,455,714",USA
279,Jim McGovern,75,71.660,280.0,63.65,65.46,-.369,-.586,-.955,488,,,2008,"$136,088",USA
280,Jimmy Walker,73,71.421,295.4,52.82,63.08,.080,-.556,-.476,703,,,2008,"$282,249",USA
281,Jin Park,85,71.926,274.4,68.79,62.84,.014,-.866,-.852,"1,047",,,2008,"$227,102",KOR
282,Joe Durant,92,71.267,286.5,73.05,71.10,-.978,.665,-.314,"2,264",2,,2008,"$802,568",USA
283,Joe Ogilvie,100,70.865,287.7,65.20,64.12,.446,-.289,.157,"3,094",4,,2008,"$1,035,831",USA
284,John Huston,56,70.807,291.5,65.88,70.30,.189,.457,.646,"1,488",1,,2008,"$496,876",USA
285,John Mallinger,95,70.479,279.0,69.39,60.82,.312,.064,.376,"10,136",4,,2008,"$1,201,433",USA
286,John Merrick,98,70.546,299.0,65.23,67.72,-.418,.399,-.019,"11,344",4,,2008,"$1,312,005",USA
287,John Riegger,73,71.160,290.1,69.09,69.49,-.423,.409,-.014,993,,,2008,"$289,501",USA
288,John Rollins,94,71.057,288.9,67.94,63.48,.105,.199,.303,"6,274",2,,2008,"$1,016,032",USA
289,John Senden,93,70.424,288.8,68.20,69.08,-.313,.899,.586,"11,731",3,,2008,"$1,269,083",AUS
290,Johnson Wagner,83,71.153,283.2,61.02,61.60,.141,-.163,-.022,"10,446",1,1,2008,"$1,431,001",USA
291,Jon Mills,95,71.552,293.2,58.38,65.71,-.287,-.269,-.556,"1,964",,,2008,"$489,510",CAN
292,Jonathan Byrd,88,71.028,285.3,67.31,63.01,.006,.281,.287,"10,500",2,,2008,"$1,039,584",USA
293,Justin Bolli,87,72.110,284.1,65.74,66.88,-.372,-.456,-.828,"5,979",1,,2008,"$458,022",USA
294,Justin Leonard,101,69.772,281.4,67.72,66.61,.463,.675,1.138,"25,997",8,1,2008,"$3,943,542",USA
295,K.J. Choi,74,70.259,286.1,61.38,65.48,.491,.394,.885,"21,889",5,1,2008,"$2,683,442",KOR
296,Ken Duke,116,70.380,284.9,62.27,64.80,.467,.130,.597,"16,886",5,,2008,"$2,238,885",USA
297,Kenneth Ferrie,72,71.708,284.8,68.13,64.84,-.174,-.507,-.681,"1,000",,,2008,"$288,772",ENG
298,Kenny Perry,97,69.826,296.0,61.97,67.47,.082,.995,1.076,"29,468",7,3,2008,"$4,663,794",USA
299,Kent Jones,68,71.320,282.9,71.81,69.71,-.042,.069,.027,957,,,2008,"$304,432",USA
300,Kevin Na,97,70.817,280.9,67.80,63.57,.005,.356,.361,"6,336",3,,2008,"$1,041,059",USA
301,Kevin Stadler,90,71.255,291.2,62.01,65.11,-.255,-.092,-.347,"1,622",1,,2008,"$598,945",USA
302,Kevin Streelman,114,70.615,292.8,62.21,67.44,-.081,.427,.346,"12,048",4,,2008,"$1,352,705",USA
303,Kevin Sutherland,98,70.067,291.0,61.93,68.20,.343,.750,1.092,"19,242",6,,2008,"$2,581,311",USA
304,Kyle Thompson,70,72.570,285.7,62.44,62.41,-.330,-1.197,-1.527,461,,,2008,"$154,447",USA
305,Lee Janzen,89,71.429,283.9,62.91,64.39,.094,-.384,-.291,"3,846",1,,2008,"$500,155",USA
306,Lucas Glover,91,70.544,298.4,61.54,65.38,-.104,.535,.431,"10,781",2,,2008,"$998,491",USA
307,Marc Turnesa,87,71.165,285.1,65.31,63.45,.789,-.606,.183,"1,174",2,1,2008,"$1,329,920",USA
308,Marco Dawson,64,71.290,286.1,60.10,60.91,-.042,-.365,-.407,"1,622",2,,2008,"$439,964",USA
309,Mark Calcavecchia,67,71.285,283.1,65.44,64.39,-.530,.597,.067,"3,304",2,,2008,"$784,810",USA
310,Mark Hensby,71,72.032,289.4,58.32,64.08,.022,-.542,-.520,"1,261",1,,2008,"$480,483",AUS
311,Mark Wilson,107,70.366,284.6,70.73,66.93,.455,.156,.610,"10,913",5,,2008,"$1,578,337",USA
312,Martin Laird,98,71.115,296.6,62.25,67.03,.019,.166,.185,"9,986",3,,2008,"$852,752",SCO
313,Mathew Goggin,91,70.391,295.9,64.91,67.58,.122,.704,.826,"10,734",5,,2008,"$1,969,962",AUS
314,Mathias Grönberg,87,71.644,295.2,62.77,62.78,-.031,-.443,-.475,715,,,2008,"$245,281",SWE
315,Matt Jones,95,71.265,293.9,54.50,62.15,.031,-.363,-.332,"3,273",2,,2008,"$775,899",AUS
316,Matt Kuchar,88,70.500,275.0,65.53,63.89,.175,.379,.554,"4,084",5,,2008,"$1,447,638",USA
317,Michael Allen,91,70.864,286.8,69.45,66.67,-.002,.455,.454,"6,583",3,,2008,"$981,263",USA
318,Michael Letzig,88,70.792,291.1,64.44,63.29,-.082,.467,.385,"3,879",5,,2008,"$1,166,977",USA
319,Mike Weir,88,70.144,284.8,62.46,64.62,.169,.758,.926,"23,033",8,,2008,"$3,020,135",CAN
320,Nathan Green,95,71.133,283.7,59.50,59.82,.539,-.544,-.006,"3,698",1,,2008,"$912,867",AUS
321,Nicholas Thompson,113,71.039,295.4,66.85,63.14,-.413,.295,-.118,"11,302",6,,2008,"$1,869,329",USA
322,Nick Flanagan,89,71.789,291.8,62.66,63.99,-.291,-.505,-.796,"1,316",1,,2008,"$379,036",AUS
323,Nick O'Hern,82,70.283,274.9,72.27,64.38,.348,.536,.884,"6,671",4,,2008,"$1,370,771",AUS
324,Nick Watney,96,70.789,302.9,61.21,68.23,-.066,.518,.452,"5,144",1,,2008,"$878,173",USA
325,Olin Browne,77,71.584,272.1,80.42,65.63,-.422,-.386,-.807,515,,,2008,"$167,029",USA
326,Omar Uresti,74,71.266,274.9,74.85,65.16,-.520,.416,-.104,"1,154",,,2008,"$346,285",USA
327,Padraig Harrington,52,69.277,296.3,59.37,60.67,-.054,.959,.905,"17,668",6,2,2008,"$4,313,551",IRL
328,Parker McLachlin,88,70.752,286.2,58.84,62.50,.445,-.084,.361,"5,502",3,1,2008,"$1,311,839",USA
329,Pat Perez,93,70.080,294.2,63.27,66.91,.208,.856,1.064,"7,611",6,,2008,"$1,756,038",USA
330,Patrick Sheehan,124,70.891,284.1,66.48,64.80,.395,-.375,.020,"4,936",2,,2008,"$805,897",USA
331,Paul Casey,55,70.308,299.2,62.43,65.71,-.299,.595,.296,"7,259",4,,2008,"$1,156,414",ENG
332,Paul Claxton,63,72.100,275.4,70.96,65.01,-.082,-.972,-1.054,420,,,2008,"$116,678",USA
333,Paul Goydos,78,71.201,273.2,70.85,62.96,.014,-.195,-.181,"6,665",3,,2008,"$1,640,737",USA
334,Peter Lonard,92,70.776,281.6,65.91,64.90,-.027,.141,.114,"7,343",3,,2008,"$1,462,894",AUS
335,Phil Mickelson,80,69.167,295.7,55.27,65.81,.214,1.604,1.818,"31,192",8,2,2008,"$5,188,875",USA
336,Retief Goosen,59,70.272,287.1,56.79,59.39,-.121,.476,.355,"5,372",2,,2008,"$1,431,965",RSA
337,Rich Beem,90,71.230,287.7,66.93,66.48,-.169,.235,.066,"4,945",1,,2008,"$730,001",USA
338,Richard Johnson,77,71.908,282.2,53.74,58.44,.383,-1.124,-.624,544,1,1,2008,"$200,210",SWE
339,Robert Allenby,108,69.728,291.7,65.64,70.40,-.139,1.546,1.407,"20,205",9,,2008,"$3,606,700",AUS
340,Robert Gamez,79,71.609,281.6,73.36,66.02,-.904,.122,-.783,749,,,2008,"$249,944",USA
341,Robert Garrigus,90,70.898,311.0,56.23,68.02,-.149,.359,.210,"1,468",2,,2008,"$756,732",USA
342,Rocco Mediate,87,70.778,278.6,64.66,62.58,-.264,.287,.023,"7,251",2,,2008,"$1,420,875",USA
343,Rod Pampling,83,70.812,288.0,65.65,63.61,-.305,.530,.225,"6,856",5,,2008,"$1,702,952",AUS
344,Ron Whittaker,54,71.918,276.7,72.07,65.51,-.272,-.475,-.747,140,,,2008,"$59,977",USA
345,Rory Sabbatini,77,70.626,292.0,61.99,66.08,-.119,.524,.405,"10,035",3,,2008,"$1,559,277",RSA
346,Ryan Armour,87,71.807,286.4,69.88,65.60,.020,-.799,-.780,"1,427",,,2008,"$354,508",USA
347,Ryan Moore,72,71.249,292.7,65.74,61.73,.210,-.271,-.061,"6,651",3,,2008,"$1,214,900",USA
348,Ryan Palmer,69,70.616,294.2,62.94,66.75,.430,.280,.709,"6,381",3,1,2008,"$1,453,183",USA
349,Ryuji Imada,80,70.557,278.6,59.64,61.39,.469,.175,.644,"18,856",5,1,2008,"$3,029,363",JPN
350,Scott McCarron,63,71.309,283.1,69.20,64.81,.177,-.261,-.084,"6,538",2,,2008,"$952,070",USA
351,Scott Sterling,89,71.070,284.1,66.00,67.87,-.102,.086,-.016,"1,467",2,,2008,"$624,822",USA
352,Scott Verplank,82,70.396,278.6,73.57,65.09,-.281,.901,.619,"10,779",3,,2008,"$1,359,620",USA
353,Sean O'Hair,81,70.323,291.1,60.44,64.47,-.214,.624,.411,"9,029",3,1,2008,"$2,089,857",USA
354,Sergio Garcia,72,69.117,294.6,59.39,67.06,-.077,1.625,1.548,"31,726",6,1,2008,"$4,858,224",ESP
355,Shane Bertsch,96,70.749,274.3,70.54,64.06,.137,-.016,.121,"3,153",1,,2008,"$841,248",USA
356,Shigeki Maruyama,50,71.455,274.0,57.14,60.00,.214,-.513,-.299,721,,,2008,"$160,175",JPN
357,Stephen Ames,83,69.988,283.8,62.72,65.04,.303,.736,1.039,"12,853",7,,2008,"$2,285,707",CAN
358,Stephen Leaney,53,71.889,272.7,66.91,62.02,.304,-.812,-.508,678,,,2008,"$157,963",AUS
359,Steve Allan,58,71.460,303.2,58.25,66.44,.164,-.939,-.776,595,4,,2008,"$743,970",AUS
360,Steve Elkington,84,70.447,282.0,70.43,67.00,.415,.263,.678,"6,744",3,,2008,"$1,291,114",AUS
361,Steve Flesch,95,70.975,281.9,60.98,64.62,-.097,.090,-.007,"6,821",2,,2008,"$1,265,059",USA
362,Steve Lowery,74,71.558,287.0,59.92,59.38,.096,-.603,-.508,"6,164",2,1,2008,"$1,524,275",USA
363,Steve Marino,119,70.071,293.5,63.84,68.36,.155,.611,.767,"12,160",6,,2008,"$2,094,267",USA
364,Steve Stricker,75,69.976,283.6,56.25,63.81,.411,.497,.908,"19,163",6,,2008,"$2,438,304",USA
365,Stewart Cink,87,70.019,296.9,55.27,66.94,.521,.604,1.125,"23,908",7,1,2008,"$3,979,301",USA
366,Stuart Appleby,87,69.726,290.9,58.19,61.90,.427,.648,1.075,"18,977",7,,2008,"$2,484,630",AUS
367,Tag Ridings,88,71.316,303.0,58.08,63.95,-.040,-.061,-.101,"1,679",2,,2008,"$568,494",USA
368,Ted Purdy,68,71.614,292.8,61.14,66.85,-.558,-.032,-.590,962,1,,2008,"$248,207",USA
369,Tim Clark,90,70.311,281.1,64.98,63.61,.076,.565,.641,"15,649",3,,2008,"$1,722,030",RSA
370,Tim Herron,97,70.579,293.0,61.10,62.25,.407,-.083,.324,"10,663",3,,2008,"$1,164,999",USA
371,Tim Petrovic,97,70.987,284.0,66.53,63.17,.156,-.078,.077,"6,790",3,,2008,"$958,577",USA
372,Tim Wilkinson,95,70.997,279.8,66.72,65.39,.174,.060,.234,"3,086",3,,2008,"$1,167,607",NZL
373,Todd Demsey,80,71.615,292.9,65.38,65.31,-.032,-.524,-.556,551,,,2008,"$217,417",USA
374,Todd Hamilton,92,71.077,284.0,66.87,62.98,.309,-.187,.123,"1,648",,,2008,"$537,958",USA
375,Tom Lehman,51,70.791,282.0,64.53,62.13,-.190,.643,.453,"2,420",2,,2008,"$676,651",USA
376,Tom Pernice Jr.,104,70.298,280.6,63.99,64.10,.248,.309,.557,"7,069",6,,2008,"$1,336,277",USA
377,Tom Scherrer,56,71.985,287.7,63.36,65.78,-.077,-.639,-.716,267,1,,2008,"$288,391",USA
378,Tommy Armour III,77,70.856,287.7,63.35,66.51,.018,-.142,-.124,"10,382",5,,2008,"$1,501,256",USA
379,Tommy Gainey,60,72.033,298.3,59.53,67.09,-.919,-.482,-1.401,119,1,,2008,"$562,205",USA
380,Trevor Immelman,70,70.519,291.3,62.45,63.07,-.675,.670,-.006,"18,861",3,1,2008,"$2,566,199",RSA
381,Troy Matteson,94,71.290,295.2,61.36,67.38,-.152,.085,-.067,"3,524",5,,2008,"$1,212,018",USA
382,Vaughn Taylor,103,70.668,288.0,62.40,65.48,.303,-.009,.294,"2,901",2,,2008,"$1,053,423",USA
383,Vijay Singh,82,69.580,297.8,59.45,68.45,-.407,1.875,1.467,"41,635",8,3,2008,"$6,601,094",FIJ
384,Will MacKenzie,62,71.859,286.0,62.60,64.70,-.490,-.177,-.667,"1,289",2,1,2008,"$911,194",USA
385,Woody Austin,109,70.874,285.3,66.19,68.15,.003,.628,.631,"11,067",6,,2008,"$2,146,431",USA
386,Y.E. Yang,89,71.476,286.9,63.43,65.96,-.097,-.299,-.397,"1,701",1,,2008,"$461,726",KOR
387,Zach Johnson,85,70.597,275.1,73.73,67.59,.039,.572,.611,"2,968",3,1,2008,"$1,615,123",USA
388,�?ngel Cabrera,55,71.083,300.2,51.11,62.64,-.260,.223,-.037,"10,088",1,,2008,"$868,182",ARG
389,Aaron Baddeley,66,71.153,287.8,56.48,59.57,.604,-.755,-.151,431,2,,2009,"$837,065",AUS
390,Adam Scott,53,71.720,294.9,58.77,62.82,-.881,.220,-.660,432,1,,2009,"$783,138",AUS
391,Alex Cejka,82,70.980,281.2,69.80,66.52,-.322,.555,.233,416,3,,2009,"$953,664",GER
392,Andres Romero,58,71.462,298.5,51.62,64.91,-.044,-.247,-.291,329,2,,2009,"$789,305",ARG
393,Anthony Kim,76,70.507,299.0,53.65,62.69,.245,.235,.479,"1,420",3,,2009,"$1,972,155",USA
394,Aron Price,89,71.329,279.6,63.82,65.71,.109,-.676,-.567,317,1,,2009,"$487,454",AUS
395,Bart Bryant,58,71.177,274.6,71.90,62.76,-.142,-.365,-.507,227,1,,2009,"$326,590",USA
396,Ben Crane,93,70.376,285.0,67.75,64.87,.431,.344,.775,996,4,,2009,"$1,667,085",USA
397,Ben Curtis,63,70.978,279.5,64.75,64.25,.766,-.515,.251,491,1,,2009,"$799,524",USA
398,Bill Haas,91,70.530,298.3,62.81,67.37,.036,.420,.455,"1,362",4,,2009,"$1,425,418",USA
399,Bill Lunde,83,70.623,292.4,64.00,67.01,.000,.157,.158,444,2,,2009,"$825,691",USA
400,Billy Mayfair,83,71.952,284.2,70.01,66.33,-.910,.020,-.890,225,1,,2009,"$392,068",USA
401,Bo Van Pelt,100,70.357,292.5,65.62,66.73,.275,.426,.701,"1,195",5,1,2009,"$1,945,307",USA
402,Bob Estes,78,70.568,282.6,67.99,64.25,.313,.215,.528,824,2,,2009,"$1,079,929",USA
403,Bob Heintz,59,71.070,283.5,66.01,64.65,.601,-.581,.020,144,1,,2009,"$312,699",USA
404,Boo Weekley,79,70.427,291.7,68.37,66.81,-.528,1.033,.505,802,1,,2009,"$1,107,448",USA
405,Brad Adamonis,70,71.574,289.0,57.04,62.99,.066,-.537,-.471,253,1,,2009,"$333,971",USA
406,Brandt Snedeker,81,70.474,277.3,69.95,63.92,.761,.063,.823,"1,435",5,,2009,"$1,483,557",USA
407,Brendon Todd,53,72.758,276.2,62.03,61.44,-.051,-1.447,-1.498,154,,,2009,"$203,841",USA
408,Brendon de Jonge,90,71.225,290.3,61.86,66.67,-.217,-.019,-.236,315,2,,2009,"$536,696",ZIM
409,Brett Quigley,92,70.833,287.5,58.92,66.01,-.193,.306,.113,812,3,,2009,"$1,412,780",USA
410,Brian Davis,103,70.688,283.3,66.91,64.65,.001,.295,.297,"1,045",4,,2009,"$1,874,318",ENG
411,Brian Gay,96,70.400,268.5,72.24,62.44,.726,-.095,.632,573,4,2,2009,"$3,201,295",USA
412,Brian Vranesh,51,71.782,288.2,63.51,63.83,-.109,-.752,-.861,111,1,,2009,"$198,567",USA
413,Briny Baird,89,70.641,282.1,67.15,68.95,-.337,.666,.329,733,3,,2009,"$1,186,982",USA
414,Bryce Molder,69,70.208,283.1,66.00,67.12,.747,-.214,.533,894,3,,2009,"$1,381,211",USA
415,Bubba Watson,73,70.610,311.4,53.05,64.23,.080,.469,.548,"1,140",2,,2009,"$1,430,244",USA
416,Cameron Beckman,87,70.868,287.0,62.20,65.53,-.009,.018,.009,521,2,,2009,"$726,705",USA
417,Camilo Villegas,76,70.290,293.0,61.31,66.67,-.203,1.028,.825,"1,336",4,,2009,"$1,804,981",COL
418,Carl Pettersson,86,71.544,288.6,57.55,62.53,.321,-.893,-.572,258,1,,2009,"$564,605",SWE
419,Casey Wittenberg,71,71.520,285.0,64.69,67.64,-.431,-.030,-.461,211,1,,2009,"$376,076",USA
420,Chad Campbell,90,70.430,291.0,63.50,69.19,.030,.572,.602,"1,043",3,,2009,"$1,725,237",USA
421,Charles Howell III,99,70.459,292.7,58.87,67.09,-.030,.631,.601,"1,202",3,,2009,"$1,804,460",USA
422,Charles Warren,63,71.097,298.5,63.90,68.52,-.286,.453,.167,330,,,2009,"$475,726",USA
423,Charley Hoffman,97,70.438,300.8,57.59,66.78,.096,.513,.609,"1,393",4,,2009,"$1,894,925",USA
424,Charlie Wi,92,70.657,284.9,66.90,64.73,.488,-.160,.329,"1,101",3,,2009,"$1,375,096",KOR
425,Chez Reavie,81,71.361,279.6,70.19,65.95,-.195,-.047,-.241,240,1,,2009,"$477,766",USA
426,Chris DiMarco,97,70.688,279.5,66.80,64.58,-.116,.254,.138,391,,,2009,"$584,075",USA
427,Chris Riley,77,70.535,278.5,71.49,64.79,.346,.140,.486,489,1,,2009,"$630,417",USA
428,Chris Stroud,88,70.748,290.7,63.73,68.72,-.092,.098,.007,379,2,,2009,"$735,019",USA
429,Cliff Kresge,78,70.961,280.5,65.33,63.81,.033,-.040,-.007,319,1,,2009,"$464,401",USA
430,Colt Knost,71,71.670,279.6,69.83,66.23,.076,-.877,-.801,127,,,2009,"$180,754",USA
431,Corey Pavin,73,70.840,259.0,70.95,62.99,.429,-.478,-.049,334,,,2009,"$474,526",USA
432,D.A. Points,99,70.931,281.3,68.36,66.25,.003,.295,.298,808,4,,2009,"$1,320,021",USA
433,D.J. Trahan,96,70.877,289.2,67.19,70.37,-.419,.643,.224,549,3,,2009,"$1,078,256",USA
434,Daniel Chopra,89,71.372,297.1,57.37,63.11,.302,-.319,-.017,549,2,,2009,"$814,331",SWE
435,Darron Stiles,52,71.853,279.8,71.30,65.63,-.655,.187,-.467,169,1,,2009,"$199,385",USA
436,David Duval,56,72.303,292.7,50.90,60.91,-.126,-1.602,-1.728,274,1,,2009,"$623,824",USA
437,David Mathis,82,71.304,280.8,62.37,63.08,.349,-.666,-.317,377,,,2009,"$364,959",USA
438,David Toms,98,69.730,284.2,73.26,68.32,.093,1.057,1.150,608,7,,2009,"$3,047,198",USA
439,Davis Love III,89,70.550,299.9,58.97,66.92,-.274,.758,.485,"1,166",2,,2009,"$1,622,401",USA
440,Dean Wilson,81,71.117,270.3,64.33,65.01,.351,-.331,.020,291,,,2009,"$442,600",USA
441,Derek Fathauer,63,72.439,286.4,56.62,60.33,-.345,-1.085,-1.430,83,,,2009,"$125,305",USA
442,Dustin Johnson,85,70.414,308.3,55.40,66.07,.031,.822,.853,700,5,1,2009,"$2,977,901",USA
443,Eric Axley,71,73.114,282.8,50.97,57.30,.341,-2.498,-2.157,70,,,2009,"$83,152",USA
444,Ernie Els,70,70.212,291.2,64.87,66.08,-.394,1.315,.921,690,7,,2009,"$2,147,157",RSA
445,Fred Couples,54,70.664,297.5,55.91,67.08,-.342,.810,.468,709,4,,2009,"$1,197,971",USA
446,Freddie Jacobson,83,70.617,284.1,58.78,63.31,.516,-.122,.395,"1,087",3,,2009,"$1,189,995",SWE
447,Gary Woodland,53,71.839,307.3,53.06,65.13,-.541,-.744,-1.285,68,,,2009,"$121,031",USA
448,Geoff Ogilvy,78,70.316,291.5,58.40,64.27,.493,.568,1.060,713,5,2,2009,"$3,866,270",AUS
449,George McNeill,82,70.228,292.0,60.50,63.68,.408,.294,.702,480,3,,2009,"$1,439,220",USA
450,Glen Day,79,71.449,275.0,69.95,66.59,-.350,-.335,-.685,273,,,2009,"$445,720",USA
451,Greg Chalmers,85,70.507,284.2,63.74,65.51,.698,-.289,.409,696,2,,2009,"$1,058,286",AUS
452,Greg Kraft,51,72.654,273.1,63.58,62.65,-.471,-1.038,-1.509,112,,,2009,"$156,686",USA
453,Greg Owen,97,70.711,292.1,67.31,70.41,-.439,.676,.237,756,1,,2009,"$763,517",ENG
454,Harrison Frazar,93,70.538,301.0,54.32,65.67,.322,-.012,.311,483,1,,2009,"$738,615",USA
455,Heath Slocum,95,70.612,287.0,71.99,67.58,-.426,.523,.097,"1,855",4,1,2009,"$2,195,565",USA
456,Hunter Mahan,94,69.691,297.0,65.19,68.36,.410,.845,1.255,515,6,,2009,"$2,941,349",USA
