,NAME,ROUNDS,SCORING,DRIVE_DISTANCE,FWY_%,GIR_%,SG_P,SG_TTG,SG_T,POINTS,TOP 10,1ST,Year,MONEY,COUNTRY
505,Matt Bettencourt,98,71.38,292.9,58.58,63.04,0.057999999999999996,-0.57,-0.512,463,2,0,2009,740037,USA
506,Matt Jones,56,70.811,298.0,55.4,67.22,0.583,-0.20199999999999999,0.381,353,2,0,2009,593313,AUS
507,Matt Kuchar,82,70.112,283.2,65.99,64.23,0.698,0.461,1.158,1364,5,1,2009,2489193,USA
508,Matt Weibring,65,70.825,288.7,64.88,65.63,-0.105,0.23600000000000002,0.13,264,1,0,2009,542066,USA
509,Michael Allen,73,70.815,289.1,68.12,67.23,-0.048,0.515,0.467,440,1,0,2009,741066,USA
510,Michael Letzig,96,70.708,293.8,60.53,64.43,0.096,0.287,0.38299999999999995,697,2,0,2009,896478,USA
511,Mike Weir,85,70.22800000000001,279.3,63.26,63.03,0.469,0.311,0.78,468,6,0,2009,2379422,CAN
512,Nathan Green,104,71.185,283.5,60.66,62.89,0.375,-0.47200000000000003,-0.09699999999999999,910,1,1,2009,1436342,AUS
513,Nicholas Thompson,96,71.336,294.8,64.04,67.08,-0.46799999999999997,0.366,-0.102,315,1,0,2009,675178,USA
514,Nick O'Hern,90,70.429,277.0,69.06,66.73,0.006,0.316,0.322,512,2,0,2009,1074215,AUS
515,Nick Watney,86,70.071,305.3,57.81,66.09,0.237,0.8759999999999999,1.113,748,4,1,2009,3221421,USA
516,Padraig Harrington,66,70.229,285.8,55.12,61.2,0.47700000000000004,0.733,1.21,2050,6,0,2009,2628377,IRL
517,Parker McLachlin,71,72.431,279.5,54.29,58.37,0.617,-1.76,-1.143,173,0,0,2009,275033,USA
518,Pat Perez,74,70.86399999999999,288.5,62.89,63.12,0.534,-0.09,0.445,1233,2,1,2009,1720360,USA
519,Patrick Sheehan,51,70.903,281.0,70.62,68.48,0.021,0.23,0.251,213,0,0,2009,283119,USA
520,Paul Goydos,79,70.683,275.8,69.02,63.42,0.135,0.414,0.55,1120,4,0,2009,1619918,USA
521,Peter Lonard,86,71.766,279.5,66.52,64.84,-0.47,-0.469,-0.9390000000000001,182,0,0,2009,333825,AUS
522,Peter Tomasulo,61,72.26100000000001,293.0,63.87,64.65,-0.619,-0.467,-1.0859999999999999,89,0,0,2009,128706,USA
523,Phil Mickelson,66,70.218,300.1,52.21,64.29,-0.146,0.963,0.816,2920,7,3,2009,5332755,USA
524,Retief Goosen,74,69.961,292.3,59.59,62.33,0.47,0.541,1.011,640,5,1,2009,3232650,RSA
525,Rich Beem,77,71.035,284.7,64.05,68.44,-0.033,-0.22699999999999998,-0.26,347,1,0,2009,676899,USA
526,Richard Johnson,85,71.139,274.0,68.63,65.41,0.332,-0.737,-0.405,599,2,0,2009,687077,WAL
527,Rick Price,54,72.515,278.6,67.47,66.32,-0.807,-0.711,-1.518,43,0,0,2009,66689,USA
528,Ricky Barnes,67,71.37100000000001,292.6,58.3,68.17,-1.216,0.248,-0.968,300,1,0,2009,684863,USA
529,Robert Allenby,71,70.067,293.1,66.94,68.1,-0.631,1.619,0.987,1326,3,0,2009,1890946,AUS
530,Robert Garrigus,83,70.814,312.0,56.86,70.53,-0.365,0.375,0.01,433,1,0,2009,657204,USA
531,Rocco Mediate,79,71.093,283.1,64.18,65.63,-0.521,0.69,0.17,327,1,0,2009,484757,USA
532,Rod Pampling,72,70.607,288.1,63.81,65.88,0.127,0.557,0.684,592,3,0,2009,956897,AUS
533,Rory Sabbatini,81,70.544,293.2,57.89,65.56,-0.322,1.035,0.713,1426,4,1,2009,2752291,RSA
534,Ryan Moore,89,70.598,295.9,65.46,66.14,0.34700000000000003,0.09699999999999999,0.444,1215,6,1,2009,2222871,USA
535,Ryan Palmer,78,71.491,297.1,61.23,65.38,0.188,-0.561,-0.373,324,1,0,2009,454510,USA
536,Ryuji Imada,85,71.107,278.4,61.62,61.44,0.442,-0.457,-0.015,504,0,0,2009,706394,JPN
537,Scott McCarron,91,70.753,284.7,73.32,65.38,0.473,-0.17600000000000002,0.298,719,3,0,2009,980819,USA
538,Scott Piercy,85,70.957,300.6,55.76,66.19,0.069,0.127,0.196,683,2,0,2009,1032716,USA
539,Scott Sterling,51,70.683,285.0,63.87,68.6,0.075,0.21600000000000003,0.29100000000000004,258,0,0,2009,318597,USA
540,Scott Verplank,88,70.03699999999999,281.1,71.4,67.0,0.031,0.856,0.887,1245,6,0,2009,2092114,USA
541,Sean O'Hair,80,69.947,293.3,61.6,67.84,-0.127,1.297,1.17,2200,9,1,2009,4316493,USA
542,Sergio Garcia,59,70.056,298.5,59.61,65.61,-0.065,0.828,0.763,1379,3,0,2009,1212522,ESP
543,Spencer Levin,75,70.813,279.0,62.13,67.37,0.4,-0.244,0.156,295,1,0,2009,531240,USA
544,Stephen Ames,77,70.248,287.4,65.23,67.7,0.436,0.318,0.754,1102,5,1,2009,2131538,CAN
545,Steve Elkington,70,71.119,285.3,68.56,67.46,-0.069,0.24,0.171,194,0,0,2009,243404,AUS
546,Steve Flesch,77,71.055,284.4,63.01,66.67,-0.292,0.18,-0.11199999999999999,389,2,0,2009,668052,USA
547,Steve Lowery,83,71.564,290.6,65.54,64.12,0.079,-0.601,-0.523,262,0,0,2009,329114,USA
548,Steve Marino,98,69.903,295.7,63.41,68.26,0.11,0.91,1.02,698,5,0,2009,2161539,USA
549,Steve Stricker,81,69.286,286.1,66.82,66.67,0.207,1.621,1.828,2750,11,3,2009,6332636,USA
550,Stewart Cink,79,70.465,294.7,58.58,63.47,0.34,-0.054000000000000006,0.287,505,4,1,2009,2821030,USA
551,Stuart Appleby,79,71.43,290.1,59.1,63.18,-0.6579999999999999,0.17300000000000001,-0.486,302,1,0,2009,562837,AUS
552,Tag Ridings,50,70.696,307.4,56.14,66.41,-0.225,0.461,0.23600000000000002,220,1,0,2009,363597,USA
553,Ted Purdy,101,70.827,293.6,64.05,66.25,0.077,-0.028999999999999998,0.048,580,1,0,2009,838707,USA
554,Tiger Woods,64,68.05199999999999,298.4,64.29,68.46,0.877,2.311,3.1889999999999996,4000,14,6,2009,10508163,USA
555,Tim Clark,81,69.658,280.1,74.06,66.95,0.276,0.985,1.261,1395,5,0,2009,2235105,RSA
556,Tim Herron,87,70.86,292.1,58.28,63.92,-0.073,0.04,-0.033,421,0,0,2009,619843,USA
557,Tim Petrovic,97,70.732,282.8,66.77,65.44,0.306,0.34299999999999997,0.649,655,6,0,2009,1551866,USA
558,Todd Hamilton,83,71.505,284.8,64.6,63.65,0.12300000000000001,-0.612,-0.489,369,1,0,2009,605225,USA
559,Tom Lehman,55,70.661,272.2,70.52,68.95,-0.531,0.889,0.358,285,1,0,2009,515450,USA
560,Tom Pernice Jr.,82,71.127,281.9,64.29,64.77,-0.017,-0.048,-0.064,255,2,0,2009,536598,USA
561,Tommy Armour III,58,71.227,287.3,68.61,67.05,-0.2,0.27899999999999997,0.079,302,1,0,2009,503306,USA
562,Troy Matteson,95,70.762,301.7,60.03,68.38,0.025,0.21899999999999997,0.243,754,1,1,2009,1466070,USA
563,Vaughn Taylor,88,70.818,283.1,66.61,64.95,0.33899999999999997,-0.376,-0.037000000000000005,416,2,0,2009,1178282,USA
564,Vijay Singh,71,70.66199999999999,293.9,60.89,66.18,-0.657,0.777,0.12,719,3,0,2009,1276815,FIJ
565,Webb Simpson,94,70.875,286.2,59.57,62.59,0.555,-0.38,0.175,986,4,0,2009,1249674,USA
566,Will MacKenzie,69,71.742,289.4,66.08,67.87,-0.991,0.397,-0.594,292,2,0,2009,659686,USA
567,Woody Austin,84,70.527,286.9,63.76,65.34,0.019,0.5329999999999999,0.552,892,3,0,2009,1137331,USA
568,Y.E. Yang,83,70.46,291.3,60.56,66.17,-0.065,0.44799999999999995,0.38299999999999995,565,4,2,2009,3489516,KOR
569,Zach Johnson,94,69.601,281.2,71.47,67.81,0.38,1.165,1.545,2073,9,2,2009,4714813,USA
570,�?ngel Cabrera,55,70.175,304.1,51.46,62.35,0.172,0.37200000000000005,0.544,558,3,1,2009,2625472,ARG
571,Aaron Baddeley,94,70.995,298.9,56.65,64.6,0.509,-0.294,0.20800000000000002,559,2,0,2010,879317,AUS
572,Adam Scott,70,70.468,294.4,62.93,69.61,-0.746,1.609,0.862,640,4,1,2010,2489402,AUS
573,Alex Cejka,81,71.219,277.4,70.31,66.6,-0.466,0.396,-0.073,489,4,0,2010,904253,GER
574,Alex Prugh,88,70.878,295.7,58.4,68.6,0.20199999999999999,-0.11199999999999999,0.092,526,4,0,2010,1272606,USA
575,Andres Romero,73,70.986,296.0,55.05,65.07,0.254,-0.11800000000000001,0.136,853,2,0,2010,979170,ARG
576,Andrew McLardy,52,72.217,289.9,61.43,65.97,-0.172,-0.8320000000000001,-1.005,23,0,0,2010,53106,RSA
577,Aron Price,70,70.85600000000001,284.6,67.23,70.49,0.017,0.24100000000000002,0.259,358,3,0,2010,713737,AUS
578,Ben Crane,85,70.234,282.3,71.13,68.22,0.266,0.594,0.862,550,5,1,2010,2841500,USA
579,Ben Curtis,78,70.87100000000001,275.5,70.07,68.02,0.22899999999999998,0.004,0.23399999999999999,416,1,0,2010,812136,USA
580,Bill Haas,87,70.308,293.3,64.17,69.92,-0.065,0.985,0.9179999999999999,1565,4,2,2010,2905136,USA
581,Bill Lunde,79,71.688,288.9,60.71,65.85,-0.012,-0.461,-0.466,449,3,1,2010,1075874,USA
582,Billy Mayfair,78,71.426,284.0,70.29,69.68,-1.008,0.5429999999999999,-0.467,314,2,0,2010,642231,USA
583,Blake Adams,84,71.077,291.3,66.84,66.73,0.196,-0.43200000000000005,-0.233,556,2,0,2010,963593,USA
584,Bo Van Pelt,104,69.955,292.0,65.23,69.23,0.098,1.091,1.192,445,8,0,2010,3336258,USA
585,Bob Estes,79,71.086,283.9,61.41,67.79,0.013999999999999999,-0.064,-0.048,432,2,0,2010,701158,USA
586,Boo Weekley,88,70.851,291.9,67.14,70.07,-0.376,0.5579999999999999,0.183,526,3,0,2010,872729,USA
587,Brandt Snedeker,89,70.258,277.1,64.27,62.36,0.46399999999999997,0.109,0.5720000000000001,1470,5,0,2010,1602690,USA
588,Brenden Pappas,66,71.96600000000001,288.4,54.94,66.49,-0.091,-0.637,-0.731,89,0,0,2010,133584,RSA
589,Brendon de Jonge,114,70.344,286.9,65.51,70.07,0.0,0.757,0.762,1170,7,0,2010,2167978,ZIM
590,Brett Quigley,96,71.082,283.2,60.26,70.12,0.078,-0.013999999999999999,0.065,336,1,0,2010,497296,USA
591,Brett Wetterich,54,70.847,307.3,57.82,68.11,-0.126,0.23,0.107,248,1,0,2010,510672,USA
592,Brian Davis,101,71.376,278.9,68.35,63.09,-0.249,0.067,-0.18100000000000002,1149,2,0,2010,1640516,ENG
593,Brian Gay,101,70.756,266.4,74.0,63.44,0.73,-0.21100000000000002,0.518,1142,2,0,2010,1521663,USA
594,Brian Stuard,81,71.595,286.9,63.09,65.04,0.289,-1.033,-0.746,226,1,0,2010,536497,USA
595,Briny Baird,87,70.639,282.0,65.45,69.41,-0.026000000000000002,0.188,0.16899999999999998,458,1,0,2010,753577,USA
596,Bryce Molder,84,70.403,278.0,63.16,65.28,0.47600000000000003,0.034,0.507,1088,6,0,2010,1428438,USA
597,Bubba Watson,77,70.229,309.8,55.67,68.54,-0.077,0.77,0.695,600,4,1,2010,3198998,USA
598,Cameron Beckman,68,71.395,285.7,63.72,66.15,-0.297,-0.253,-0.545,427,3,1,2010,1158485,USA
599,Cameron Percy,73,71.622,294.0,58.93,70.42,-0.491,0.255,-0.23600000000000002,206,1,0,2010,620262,AUS
600,Cameron Tringale,55,71.598,294.5,58.71,70.18,-0.711,0.243,-0.465,107,0,0,2010,302618,USA
601,Camilo Villegas,78,70.425,289.6,61.66,66.05,-0.396,1.087,0.691,623,7,1,2010,3035523,COL
602,Carl Pettersson,99,70.55199999999999,282.1,62.82,63.8,0.818,-0.263,0.5539999999999999,1332,4,1,2010,1934465,SWE
603,Chad Campbell,94,70.62899999999999,285.1,69.01,69.06,-0.106,0.75,0.645,598,2,0,2010,971154,USA
604,Chad Collins,87,70.59899999999999,275.8,60.27,63.29,0.626,-0.483,0.14300000000000002,540,3,0,2010,815961,USA
605,Charles Howell III,103,70.292,294.3,54.58,68.57,0.452,0.32899999999999996,0.784,764,6,0,2010,1482211,USA
606,Charles Warren,64,70.917,302.5,65.93,71.74,-0.41100000000000003,0.521,0.109,116,3,0,2010,574616,USA
607,Charley Hoffman,85,70.25399999999999,298.2,61.59,66.53,0.10400000000000001,0.889,0.995,2500,5,1,2010,2559646,USA
608,Charlie Wi,95,70.28399999999999,281.2,64.19,66.55,0.574,0.12,0.679,1560,4,0,2010,1568492,KOR
609,Chris Couch,66,70.94800000000001,292.4,65.87,66.5,0.302,0.002,0.307,709,2,0,2010,888146,USA
610,Chris DiMarco,88,70.983,279.0,70.13,67.39,-0.057999999999999996,0.115,0.052000000000000005,286,1,0,2010,409205,USA
611,Chris Riley,73,70.345,278.3,68.7,67.33,0.185,0.35100000000000003,0.5379999999999999,512,3,0,2010,1001582,USA
612,Chris Stroud,90,70.96600000000001,287.2,62.98,69.31,0.062,0.16899999999999998,0.22899999999999998,369,4,0,2010,942082,USA
613,Chris Tidland,77,71.255,288.1,63.08,66.36,0.231,-0.239,-0.004,271,2,0,2010,588291,USA
614,Cliff Kresge,50,71.417,283.2,68.59,66.67,-0.573,0.083,-0.488,91,0,0,2010,199584,USA
615,Craig Bowden,56,72.229,270.0,72.86,62.64,-0.40399999999999997,-0.698,-1.104,79,0,0,2010,140935,USA
616,D.A. Points,90,70.958,283.0,64.52,67.9,-0.1,0.302,0.19899999999999998,654,3,0,2010,975433,USA
617,D.J. Trahan,92,70.661,301.1,61.4,71.26,-0.467,0.963,0.494,1195,7,0,2010,1619693,USA
618,Daniel Chopra,74,72.194,295.9,51.27,61.64,0.361,-1.4609999999999999,-1.0959999999999999,142,0,0,2010,311405,SWE
619,David Duval,71,71.688,286.9,57.08,66.1,0.12,-0.397,-0.278,431,2,0,2010,919584,USA
620,David Lutterus,69,72.17,291.9,56.61,64.29,-0.33,-0.7070000000000001,-1.044,103,0,0,2010,123170,AUS
621,David Toms,86,70.337,281.3,71.88,67.58,0.27399999999999997,0.433,0.693,1118,2,0,2010,1590998,USA
622,Davis Love III,79,70.888,297.7,64.2,70.25,-0.51,0.68,0.17300000000000001,708,3,0,2010,1214472,USA
623,Dean Wilson,54,70.223,281.6,67.37,68.98,0.7809999999999999,-0.044000000000000004,0.736,434,1,0,2010,832640,USA
624,Derek Lamely,81,71.666,294.0,54.84,61.93,0.02,-0.611,-0.5920000000000001,487,1,1,2010,972961,USA
625,Dustin Johnson,83,70.135,308.5,56.35,67.95,0.11199999999999999,0.8690000000000001,0.9790000000000001,2493,7,2,2010,4473122,USA
626,Ernie Els,72,69.843,288.4,60.16,67.86,0.33,0.992,1.3219999999999998,1438,7,2,2010,4558861,RSA
627,Freddie Jacobson,83,70.367,283.1,62.16,67.8,0.24100000000000002,0.479,0.722,1101,3,0,2010,1666252,SWE
628,Garrett Willis,82,71.15899999999999,280.2,70.44,69.87,-0.13699999999999998,0.085,-0.053,517,1,0,2010,871763,USA
629,Garth Mulroy,53,72.0,295.6,60.7,70.07,-0.586,0.147,-0.436,160,1,0,2010,287118,RSA
630,Geoff Ogilvy,62,70.764,287.0,57.94,67.69,0.37,0.364,0.735,753,2,1,2010,2393045,AUS
631,George McNeill,79,71.207,293.4,54.34,66.03,0.319,-0.29600000000000004,0.027999999999999997,338,1,0,2010,664854,USA
632,Graham DeLaet,88,70.645,305.7,64.74,71.27,-0.36,0.752,0.396,393,3,0,2010,954011,CAN
633,Greg Chalmers,93,70.732,275.5,59.8,66.01,0.772,-0.424,0.354,1113,2,0,2010,989415,AUS
634,Greg Kraft,52,73.07,273.2,62.5,60.63,-0.182,-1.8559999999999999,-2.041,14,0,0,2010,52176,USA
635,Greg Owen,69,71.77,291.4,61.46,69.0,-0.6409999999999999,-0.10800000000000001,-0.745,184,0,0,2010,268835,ENG
636,Heath Slocum,97,70.673,278.9,72.42,69.59,-0.259,0.8370000000000001,0.58,1222,5,1,2010,2387687,USA
637,Henrik Bjornstad,72,71.722,288.1,64.74,69.11,-0.21100000000000002,-0.41600000000000004,-0.626,188,0,0,2010,215913,NOR
638,Hunter Mahan,85,70.476,291.8,67.94,68.65,0.068,0.596,0.665,678,3,2,2010,3574550,USA
639,Ian Poulter,55,71.211,286.8,62.72,62.47,0.213,-0.542,-0.335,1396,2,1,2010,2079664,ENG
640,J.B. Holmes,100,70.089,307.2,54.45,65.5,0.064,0.868,0.9359999999999999,1501,3,0,2010,2386248,USA
641,J.J. Henry,92,70.77199999999999,292.8,65.07,68.72,0.217,0.141,0.36,603,2,0,2010,1035688,USA
642,J.P. Hayes,79,70.98100000000001,281.0,64.91,66.0,0.027000000000000003,-0.057,-0.035,652,3,0,2010,862523,USA
643,James Driscoll,78,70.954,293.9,56.96,66.81,0.315,-0.255,0.055999999999999994,340,1,0,2010,500625,USA
644,James Nitties,92,71.277,286.2,65.69,66.47,0.133,-0.38799999999999996,-0.262,338,1,0,2010,525034,AUS
645,Jarrod Lyle,54,70.835,296.2,63.4,65.34,0.049,-0.018000000000000002,0.027000000000000003,227,2,0,2010,422760,AUS
646,Jason Bohn,84,70.85600000000001,279.8,66.89,67.79,0.13,0.303,0.43,1079,2,1,2010,1904763,USA
647,Jason Day,82,70.274,298.2,57.78,67.68,-0.009000000000000001,0.752,0.738,1660,5,1,2010,2904327,AUS
648,Jason Dufner,87,71.018,281.9,69.24,66.67,-0.6,0.606,0.006,1000,2,0,2010,1121695,USA
649,Jay Williamson,76,71.29,285.1,69.87,68.95,-0.174,-0.066,-0.221,280,1,0,2010,404498,USA
650,Jeev Milkha Singh,59,70.631,287.3,60.94,65.28,-0.045,0.165,0.11800000000000001,253,1,0,2010,420245,IND
651,Jeff Gove,57,72.40100000000001,288.7,62.96,69.72,-0.9470000000000001,-0.212,-1.1640000000000001,77,0,0,2010,92155,USA
652,Jeff Maggert,76,71.445,279.1,67.55,66.75,-0.35700000000000004,-0.384,-0.741,463,2,0,2010,801579,USA
653,Jeff Overton,89,70.497,297.3,55.44,66.86,0.409,0.222,0.63,480,6,0,2010,3456356,USA
654,Jeff Quinney,91,70.851,273.3,70.34,65.45,0.38799999999999996,-0.42700000000000005,-0.039,378,2,0,2010,605866,USA
655,Jerod Turner,54,72.602,279.0,61.66,58.94,-0.002,-1.883,-1.885,57,0,0,2010,91343,USA
656,Jerry Kelly,99,70.954,279.0,70.5,67.49,-0.444,0.6579999999999999,0.209,493,1,0,2010,1136898,USA
657,Jim Furyk,76,69.828,276.0,71.01,67.12,0.402,1.159,1.564,2980,7,3,2010,4809622,USA
658,Jimmy Walker,82,70.953,292.9,51.29,65.88,0.252,-0.155,0.09300000000000001,642,2,0,2010,937987,USA
659,Joe Durant,67,70.365,285.6,75.94,71.95,-0.292,0.775,0.48100000000000004,321,2,0,2010,788755,USA
660,Joe Ogilvie,99,71.296,285.9,59.32,66.07,0.096,-0.33799999999999997,-0.249,454,1,0,2010,641797,USA
661,John Daly,63,71.697,305.7,52.21,65.66,-0.653,-0.335,-0.9890000000000001,97,0,0,2010,158587,USA
662,John Mallinger,78,71.27,280.4,69.34,67.11,0.051,-0.228,-0.175,342,1,0,2010,684687,USA
663,John Merrick,109,71.102,291.4,66.71,70.24,-0.126,0.14400000000000002,0.019,459,1,0,2010,658815,USA
664,John Rollins,81,70.72800000000001,295.5,64.58,68.18,-0.21600000000000003,0.71,0.49700000000000005,736,2,0,2010,1182736,USA
665,John Senden,103,70.618,290.2,67.22,72.49,-0.139,0.7490000000000001,0.608,1192,2,0,2010,1274058,AUS
666,Johnson Wagner,85,71.113,282.4,62.59,68.24,0.065,-0.16,-0.095,197,2,0,2010,753802,USA
667,Jonathan Byrd,85,70.437,290.9,61.54,70.0,0.028999999999999998,0.491,0.524,483,4,1,2010,1534981,USA
668,Josh Teater,101,71.116,293.1,63.69,68.8,-0.314,0.20600000000000002,-0.109,754,2,0,2010,1005323,USA
669,Justin Bolli,55,72.881,281.8,66.28,64.85,-0.5579999999999999,-1.361,-1.9180000000000001,6,0,0,2010,73990,USA
670,Justin Leonard,89,70.419,277.8,69.46,65.09,0.18100000000000002,0.35600000000000004,0.539,1096,1,0,2010,1026445,USA
671,Justin Rose,78,69.885,287.8,65.17,66.31,0.243,0.9520000000000001,1.195,718,4,2,2010,3603331,ENG
672,K.J. Choi,82,70.09899999999999,283.1,65.99,68.52,0.054000000000000006,0.927,0.9840000000000001,718,4,0,2010,2199962,KOR
673,Kenny Perry,69,70.84100000000001,290.6,67.99,69.04,-0.244,0.645,0.401,565,1,0,2010,968811,USA
674,Kevin Johnson,62,72.878,276.5,63.85,62.5,-0.35,-1.795,-2.147,53,0,0,2010,69806,USA
675,Kevin Na,94,70.314,278.6,66.46,65.89,0.493,0.36200000000000004,0.8540000000000001,570,4,0,2010,2021815,USA
676,Kevin Stadler,86,71.149,290.2,62.96,67.95,-0.275,0.055,-0.221,394,5,0,2010,931720,USA
677,Kevin Streelman,90,70.727,290.3,65.64,66.67,0.044000000000000004,0.086,0.13,583,5,0,2010,1472349,USA
678,Kevin Sutherland,86,70.604,287.9,66.89,71.96,-0.094,0.5579999999999999,0.46799999999999997,499,1,0,2010,818682,USA
679,Kris Blanks,91,71.37100000000001,286.4,66.87,71.15,-0.568,0.408,-0.161,794,3,0,2010,1109178,USA
680,Lee Janzen,77,71.194,287.7,59.91,67.68,-0.302,0.10099999999999999,-0.19899999999999998,280,1,0,2010,603195,USA
681,Lucas Glover,75,70.949,295.7,62.84,67.42,-0.115,0.41600000000000004,0.297,770,3,0,2010,1511275,USA
682,Luke Donald,71,69.85,277.0,62.36,65.28,0.87,0.619,1.493,2700,7,0,2010,3665234,ENG
683,Marc Leishman,87,70.76899999999999,295.0,58.37,66.67,-0.146,0.563,0.418,1268,2,0,2010,1488837,AUS
684,Mark Calcavecchia,50,72.222,281.0,62.18,65.48,-0.871,-0.126,-0.996,88,0,0,2010,119980,USA
685,Mark Wilson,87,71.098,280.6,68.85,70.28,0.139,-0.134,0.009000000000000001,343,2,0,2010,789681,USA
686,Martin Flores,75,71.882,300.7,50.15,64.79,-0.106,-0.7759999999999999,-0.883,137,1,0,2010,318673,USA
687,Martin Laird,91,71.158,296.5,60.27,67.83,-0.304,0.44799999999999995,0.145,1005,4,0,2010,2137928,SCO
688,Mathew Goggin,85,71.672,289.3,65.24,69.74,-0.377,-0.122,-0.501,267,1,0,2010,483537,AUS
689,Mathias Grönberg,61,71.61399999999999,293.7,64.28,66.77,-0.184,-0.099,-0.28600000000000003,198,1,0,2010,322130,SWE
690,Matt Bettencourt,91,71.575,294.0,57.16,60.17,0.368,-0.853,-0.48700000000000004,472,1,1,2010,855901,USA
691,Matt Every,60,70.986,290.9,62.06,64.75,0.24,-0.31,-0.073,322,1,0,2010,456847,USA
692,Matt Jones,89,70.605,293.3,57.07,65.29,0.509,-0.02,0.495,1035,5,0,2010,1215743,AUS
693,Matt Kuchar,97,69.60600000000001,286.9,67.89,69.36,0.648,0.8270000000000001,1.4609999999999999,2728,11,1,2010,4910477,USA
694,Michael Bradley,77,71.498,281.5,60.37,68.65,-0.084,-0.31,-0.392,306,0,0,2010,360845,USA
695,Michael Connell,89,70.9,281.3,63.4,66.94,0.337,-0.195,0.142,314,2,0,2010,846459,USA
696,Michael Letzig,84,70.95100000000001,289.7,63.47,67.92,-0.071,0.11199999999999999,0.028999999999999998,415,1,0,2010,563729,USA
697,Michael Sim,64,70.896,283.3,63.35,65.34,0.518,-0.28300000000000003,0.235,1244,3,0,2010,1338926,AUS
698,Mike Weir,59,71.571,273.9,53.83,57.89,-0.018000000000000002,-0.221,-0.24100000000000002,360,1,0,2010,559092,CAN
699,Nathan Green,86,71.421,279.5,61.0,63.18,0.33899999999999997,-0.5920000000000001,-0.254,414,1,0,2010,636180,AUS
700,Nicholas Thompson,88,71.815,289.2,64.04,67.86,-0.885,0.011000000000000001,-0.875,284,1,0,2010,546476,USA
701,Nick Watney,91,70.291,296.5,62.63,69.63,0.09,0.8059999999999999,0.915,880,8,0,2010,2536714,USA
702,Omar Uresti,74,71.579,272.0,76.08,68.22,-0.757,0.243,-0.512,192,1,0,2010,283455,USA
703,Padraig Harrington,57,70.17399999999999,292.1,56.7,61.9,0.267,0.799,1.063,772,5,0,2010,1381453,IRL
704,Pat Perez,90,70.593,287.1,65.23,68.95,0.379,0.193,0.5720000000000001,581,3,0,2010,947588,USA
705,Paul Casey,64,69.72,294.2,61.31,68.68,0.812,0.5870000000000001,1.411,2250,7,0,2010,3613194,ENG
706,Paul Goydos,78,71.532,273.6,70.58,65.95,-0.158,-0.175,-0.331,602,3,0,2010,1121250,USA
707,Paul Stankowski,62,70.354,290.3,65.38,70.88,0.332,0.233,0.561,296,2,0,2010,666591,USA
708,Phil Mickelson,76,69.96600000000001,299.1,52.66,65.13,-0.147,1.151,1.001,843,6,1,2010,3821733,USA
709,Retief Goosen,75,69.718,291.4,64.79,65.96,0.679,0.917,1.598,1360,10,0,2010,3218089,RSA
710,Rich Barcelo,70,71.751,287.6,52.8,61.72,0.14400000000000002,-0.6679999999999999,-0.52,187,0,0,2010,188892,USA
711,Richard Johnson,90,71.156,277.3,70.92,68.5,0.188,-0.486,-0.293,323,2,0,2010,678515,SWE
712,Rickie Fowler,98,70.429,292.7,64.19,69.9,0.129,0.665,0.7929999999999999,1564,7,0,2010,2857108,USA
713,Ricky Barnes,103,70.47,285.5,58.37,68.23,0.021,0.58,0.604,1027,6,0,2010,1835195,USA
714,Robert Allenby,76,70.131,289.1,64.75,68.17,0.13699999999999998,1.014,1.156,500,5,0,2010,2974997,AUS
715,Robert Garrigus,71,71.264,315.5,55.73,67.61,-0.16399999999999998,-0.09,-0.26899999999999996,469,3,1,2010,1583275,USA
716,Rocco Mediate,71,71.34100000000001,278.1,68.27,69.32,-0.5429999999999999,0.37799999999999995,-0.16399999999999998,150,1,1,2010,1138067,USA
717,Rod Pampling,77,71.501,283.5,65.45,64.94,-0.247,-0.067,-0.314,275,0,0,2010,299264,AUS
718,Roger Tambellini,77,71.969,292.0,62.57,69.73,-0.789,-0.151,-0.925,219,1,0,2010,370736,USA
719,Roland Thatcher,72,71.82,288.0,60.04,65.9,-0.384,-0.408,-0.7879999999999999,142,2,0,2010,796157,USA
720,Rory McIlroy,54,70.351,300.0,62.64,66.24,-0.225,0.9440000000000001,0.7140000000000001,1489,5,1,2010,2554280,NIR
721,Rory Sabbatini,79,71.366,289.1,60.28,66.74,-0.20199999999999999,0.358,0.16,1197,3,0,2010,1546808,RSA
722,Ryan Moore,80,70.623,289.7,67.99,66.67,0.299,0.385,0.687,613,6,0,2010,2374823,USA
723,Ryan Palmer,84,70.824,295.8,57.23,65.48,0.433,-0.139,0.294,595,5,1,2010,2985296,USA
724,Ryuji Imada,90,70.753,278.7,63.11,64.51,0.551,-0.265,0.28600000000000003,720,4,0,2010,1028869,JPN
