,NAME,ROUNDS,SCORING,DRIVE_DISTANCE,FWY_%,GIR_%,SG_P,SG_TTG,SG_T,POINTS,TOP 10,1ST,Year,MONEY,COUNTRY
1550,Francesco Molinari,56,70.458,281.6,76.88,71.07,-0.255,0.8590000000000001,0.604,558,2,0,2015,997389,ITA
1551,Gary Woodland,81,70.982,305.5,56.21,66.74,0.077,0.121,0.198,1300,4,0,2015,2605083,USA
1552,Geoff Ogilvy,50,71.559,293.7,59.59,66.55,-0.6920000000000001,0.26,-0.43200000000000005,350,1,0,2015,653925,AUS
1553,George McNeill,93,70.47800000000001,286.2,64.1,66.43,0.212,0.35100000000000003,0.563,1086,1,0,2015,1331768,USA
1554,Gonzalo Fernandez-Castaño,81,71.5,289.3,60.97,63.92,-0.522,-0.125,-0.6459999999999999,272,0,0,2015,312053,ESP
1555,Graham DeLaet,65,70.72,298.7,65.46,69.15,-0.012,0.299,0.287,545,3,0,2015,988349,CAN
1556,Greg Chalmers,58,71.363,281.5,62.17,63.79,0.529,-1.133,-0.605,242,0,0,2015,291016,AUS
1557,Greg Owen,58,71.512,293.8,59.63,69.25,-0.7979999999999999,0.5720000000000001,-0.226,608,2,0,2015,1180794,ENG
1558,Harris English,105,70.235,298.4,58.51,67.05,0.56,0.217,0.777,360,3,0,2015,1971687,USA
1559,Heath Slocum,57,72.362,275.8,69.51,62.79,-0.594,-0.97,-1.564,62,0,0,2015,122480,USA
1560,Henrik Stenson,63,69.354,296.4,69.91,73.52,0.436,1.774,2.21,2307,8,0,2015,4755070,SWE
1561,Hideki Matsuyama,95,69.94,294.5,65.25,69.2,0.076,1.3880000000000001,1.464,558,9,0,2015,3758619,JPN
1562,Hudson Swafford,97,70.732,298.9,63.34,68.54,0.36,-0.022000000000000002,0.33799999999999997,776,1,0,2015,959391,USA
1563,Hunter Mahan,88,71.124,295.1,58.91,65.79,0.39,-0.27,0.12,1208,4,0,2015,1617973,USA
1564,Ian Poulter,68,70.421,286.7,63.58,65.71,0.225,0.32899999999999996,0.5539999999999999,981,4,0,2015,1690587,ENG
1565,J.B. Holmes,89,70.581,309.9,54.05,63.66,-0.004,0.9490000000000001,0.9440000000000001,618,7,1,2015,4037430,USA
1566,J.J. Henry,94,71.334,292.3,60.29,69.88,-0.414,0.105,-0.308,716,1,1,2015,1046123,USA
1567,James Hahn,94,70.896,295.1,59.89,66.13,0.048,0.307,0.355,1202,2,1,2015,2064783,USA
1568,Jamie Donaldson,50,71.102,294.9,60.09,63.83,0.349,-0.008,0.341,447,2,0,2015,938664,WAL
1569,Jason Bohn,95,70.235,277.1,71.58,68.89,0.239,0.5379999999999999,0.777,1373,6,0,2015,2337580,USA
1570,Jason Day,75,69.161,313.7,55.94,70.83,0.586,1.52,2.106,2290,11,5,2015,9403330,AUS
1571,Jason Dufner,76,70.633,286.7,67.81,69.03,-0.7,0.922,0.222,730,2,0,2015,1007997,USA
1572,Jason Gore,76,71.273,290.4,66.67,67.52,-0.067,0.157,0.08900000000000001,712,2,0,2015,1101246,USA
1573,Jason Kokrak,88,70.654,305.6,56.41,67.3,-0.012,0.306,0.293,614,2,0,2015,1033489,USA
1574,Jeff Overton,94,70.836,284.8,58.87,65.7,0.105,-0.013999999999999999,0.091,464,1,0,2015,561614,USA
1575,Jerry Kelly,79,70.383,277.2,70.45,65.96,0.25,0.18600000000000003,0.436,966,4,0,2015,1336607,USA
1576,Jhonattan Vegas,90,71.32600000000001,299.9,56.01,65.44,0.086,-0.353,-0.267,353,0,0,2015,446345,VEN
1577,Jim Furyk,71,69.845,281.9,69.08,69.79,-0.024,1.6580000000000001,1.6340000000000001,304,7,1,2015,3732664,USA
1578,Jim Herman,88,70.719,293.8,67.1,73.23,-0.03,0.40700000000000003,0.376,840,2,0,2015,1212778,USA
1579,Jim Renner,68,72.431,283.3,57.44,65.24,-0.995,-0.45399999999999996,-1.449,63,0,0,2015,90668,USA
1580,Jimmy Walker,89,70.268,301.6,52.23,66.09,0.6920000000000001,0.24100000000000002,0.9329999999999999,558,6,2,2015,4521350,USA
1581,John Huh,102,71.03699999999999,279.8,69.44,64.85,0.27899999999999997,-0.191,0.08800000000000001,565,0,0,2015,678556,USA
1582,John Merrick,78,71.334,285.0,68.32,67.64,-0.775,0.42,-0.35600000000000004,311,0,0,2015,391513,USA
1583,John Peterson,84,70.735,288.1,67.52,68.32,-0.184,0.435,0.251,588,0,0,2015,779509,USA
1584,John Senden,80,71.09,290.2,66.6,67.26,-0.061,0.142,0.08199999999999999,848,3,0,2015,1422033,AUS
1585,Johnson Wagner,68,70.807,290.7,62.11,68.95,0.203,-0.10800000000000001,0.095,733,3,0,2015,1131659,USA
1586,Jon Curran,83,70.84899999999999,273.5,67.46,66.39,-0.027999999999999997,-0.059000000000000004,-0.08800000000000001,540,5,0,2015,1049549,USA
1587,Jonas Blixt,78,71.238,287.6,60.26,62.71,0.122,-0.562,-0.44,471,1,0,2015,703664,SWE
1588,Jonathan Byrd,69,70.83,287.5,65.6,67.35,0.084,0.14800000000000002,0.23199999999999998,335,0,0,2015,446732,USA
1589,Jonathan Randolph,72,71.60600000000001,287.2,55.19,64.37,0.132,-0.85,-0.718,209,0,0,2015,256066,USA
1590,Jordan Spieth,91,68.938,291.8,62.91,67.87,0.5710000000000001,1.5830000000000002,2.154,3800,15,5,2015,12030465,USA
1591,Justin Leonard,61,71.517,271.6,71.7,62.57,0.231,-0.544,-0.313,188,0,0,2015,219175,USA
1592,Justin Rose,69,69.744,303.5,63.87,70.54,0.023,1.4709999999999999,1.493,1235,8,1,2015,5462677,ENG
1593,Justin Thomas,106,70.105,303.2,58.24,68.92,0.042,0.9259999999999999,0.968,1498,7,0,2015,2278564,USA
1594,K.J. Choi,66,71.372,276.5,64.09,63.8,0.415,-0.159,0.256,358,0,0,2015,448864,KOR
1595,Keegan Bradley,87,70.45,306.1,64.85,67.53,-0.07,1.088,1.018,1103,3,0,2015,1565079,USA
1596,Ken Duke,93,71.306,278.1,67.91,64.17,-0.222,-0.156,-0.37799999999999995,523,3,0,2015,817675,USA
1597,Kevin Chappell,86,70.672,293.5,63.86,66.02,0.168,0.20199999999999999,0.37,1186,2,0,2015,1281552,USA
1598,Kevin Kisner,104,70.344,287.8,66.85,66.24,0.24,0.389,0.628,444,6,0,2015,3567939,USA
1599,Kevin Na,98,70.12100000000001,280.1,62.51,64.56,0.233,0.711,0.9440000000000001,410,7,0,2015,2820766,USA
1600,Kevin Streelman,95,71.282,289.5,68.63,68.99,-0.21899999999999997,0.35200000000000004,0.133,840,2,0,2015,1525774,USA
1601,Kyle Reifers,96,70.854,288.0,61.59,67.03,0.036000000000000004,0.10099999999999999,0.136,804,2,0,2015,1179228,USA
1602,Lee Westwood,56,70.484,300.0,59.7,66.45,0.595,0.28300000000000003,0.879,576,1,0,2015,946628,ENG
1603,Louis Oosthuizen,68,70.16,298.8,59.84,68.28,-0.22,0.825,0.605,176,6,0,2015,3251174,RSA
1604,Lucas Glover,79,71.291,296.9,63.82,70.46,-1.351,1.17,-0.18100000000000002,375,0,0,2015,515241,USA
1605,Luke Donald,71,70.555,277.0,59.28,65.57,0.289,0.295,0.584,782,2,0,2015,1026643,ENG
1606,Luke Guthrie,84,71.211,283.9,58.86,63.75,0.11,-0.147,-0.037000000000000005,373,1,0,2015,575150,USA
1607,Marc Leishman,74,70.569,294.8,54.99,65.62,-0.02,0.322,0.302,854,4,0,2015,1762267,AUS
1608,Mark Hubbard,79,71.227,278.5,66.32,66.81,-0.102,-0.281,-0.38299999999999995,274,0,0,2015,293980,USA
1609,Mark Wilson,89,70.991,279.2,64.53,67.84,-0.065,0.092,0.026000000000000002,681,3,0,2015,851845,USA
1610,Martin Flores,95,70.919,296.8,56.83,68.32,-0.21600000000000003,0.255,0.038,345,0,0,2015,449274,USA
1611,Martin Laird,77,70.77199999999999,300.5,58.54,66.31,0.1,0.20600000000000002,0.306,628,3,0,2015,1124988,SCO
1612,Matt Every,73,72.419,286.6,51.52,58.1,0.075,-1.043,-0.968,727,1,1,2015,1521816,USA
1613,Matt Jones,89,70.812,296.0,59.7,64.05,0.401,0.263,0.664,1445,4,0,2015,1995553,AUS
1614,Matt Kuchar,97,70.04,288.5,63.23,66.55,0.316,0.8170000000000001,1.133,530,7,0,2015,2774170,USA
1615,Max Homa,78,71.763,294.2,56.45,62.99,-0.11,-0.619,-0.7290000000000001,278,1,0,2015,380339,USA
1616,Michael Putnam,87,71.156,288.8,61.47,70.13,-0.526,0.373,-0.153,407,0,0,2015,557803,USA
1617,Michael Thompson,83,71.23,289.3,58.24,65.43,0.153,-0.349,-0.195,378,1,0,2015,599835,USA
1618,Morgan Hoffmann,85,70.988,296.1,54.83,61.11,0.23199999999999998,-0.035,0.196,749,2,0,2015,1111240,USA
1619,Nicholas Thompson,90,71.396,286.0,68.7,68.6,-0.493,-0.21899999999999997,-0.7120000000000001,442,1,0,2015,667185,USA
1620,Nick Taylor,91,71.71600000000001,292.3,56.05,64.41,0.11199999999999999,-0.489,-0.377,613,1,1,2015,1072360,CAN
1621,Nick Watney,91,70.68,294.0,61.08,67.34,-0.40299999999999997,0.6609999999999999,0.258,1135,3,0,2015,1733873,USA
1622,Oscar Fraustro,58,72.08,289.5,61.78,63.17,-0.28300000000000003,-1.034,-1.3159999999999998,171,1,0,2015,262475,MEX
1623,Padraig Harrington,60,71.95,290.5,51.72,61.02,-0.493,-0.263,-0.7559999999999999,610,1,1,2015,1330852,IRL
1624,Pat Perez,96,70.666,284.6,65.7,67.88,0.364,0.222,0.586,1287,2,0,2015,1588664,USA
1625,Patrick Reed,103,70.292,292.9,54.78,64.42,0.39399999999999996,0.465,0.8590000000000001,656,4,1,2015,3590566,USA
1626,Paul Casey,87,69.806,297.8,64.16,72.36,0.013999999999999999,1.202,1.216,632,8,0,2015,3488311,ENG
1627,Phil Mickelson,70,70.585,300.5,55.98,61.51,0.262,0.319,0.581,1091,3,0,2015,2154200,USA
1628,Retief Goosen,81,71.667,292.6,56.57,62.19,0.027000000000000003,-0.365,-0.33799999999999997,519,3,0,2015,921830,RSA
1629,Rickie Fowler,76,70.23,296.8,62.08,65.81,0.309,0.779,1.088,1838,7,2,2015,5773430,USA
1630,Ricky Barnes,82,71.64699999999999,283.3,54.1,60.47,0.159,-0.555,-0.396,347,1,0,2015,614455,USA
1631,Robert Allenby,63,72.102,282.7,63.06,66.67,-0.754,-0.215,-0.97,169,1,0,2015,271887,AUS
1632,Robert Garrigus,70,71.774,301.7,56.72,63.97,-0.6970000000000001,-0.18899999999999997,-0.887,226,0,0,2015,253699,USA
1633,Robert Streb,110,70.13,297.1,59.47,69.14,0.381,0.7120000000000001,1.093,542,9,1,2015,3947424,USA
1634,Roberto Castro,54,71.334,279.8,65.76,66.11,-0.732,0.612,-0.12,167,0,0,2015,179723,USA
1635,Roger Sloan,56,72.533,293.6,59.45,63.14,-0.502,-1.103,-1.605,103,0,0,2015,133048,CAN
1636,Rory Sabbatini,81,70.435,290.0,60.3,67.83,-0.106,0.5670000000000001,0.461,1064,4,0,2015,1525784,RSA
1637,Russell Henley,87,70.581,297.1,64.39,67.06,0.579,-0.11599999999999999,0.462,1072,4,0,2015,2110774,USA
1638,Russell Knox,96,70.421,284.4,67.76,70.83,-0.021,0.8270000000000001,0.8059999999999999,1435,3,0,2015,1916666,SCO
1639,Ryan Moore,81,70.829,282.6,70.05,65.24,0.16,0.418,0.578,1374,4,1,2015,2642306,USA
1640,Ryan Palmer,80,70.102,305.2,56.57,66.81,0.147,0.813,0.96,1386,5,0,2015,1974523,USA
1641,Ryo Ishikawa,90,71.24600000000001,289.2,56.39,66.41,-0.10300000000000001,0.052000000000000005,-0.051,476,2,0,2015,851044,JPN
1642,Sam Saunders,83,71.668,293.2,64.0,65.23,-0.136,-0.36,-0.496,413,1,0,2015,578571,USA
1643,Sangmoon Bae,98,71.036,289.8,60.03,62.93,0.26,-0.201,0.059000000000000004,390,5,1,2015,2599632,KOR
1644,Scott Brown,97,70.797,288.2,62.77,65.18,-0.031,0.21600000000000003,0.185,696,3,0,2015,1161750,USA
1645,Scott Langley,94,71.032,280.5,61.9,64.67,0.018000000000000002,0.10800000000000001,0.126,448,0,0,2015,638182,USA
1646,Scott Piercy,90,70.688,296.7,59.3,66.73,0.006,0.322,0.32899999999999996,432,5,1,2015,2780027,USA
1647,Scott Pinckney,88,71.10300000000001,290.3,60.95,67.61,0.294,-0.426,-0.131,761,3,0,2015,1259389,USA
1648,Scott Stallings,60,71.961,291.8,57.74,65.0,-0.392,-0.166,-0.5579999999999999,447,1,0,2015,919619,USA
1649,Sean O'Hair,86,71.03,295.3,60.74,64.34,0.16899999999999998,0.012,0.18,1293,3,0,2015,1662300,USA
1650,Sergio Garcia,59,69.958,300.0,59.47,67.56,-0.022000000000000002,1.067,1.045,1177,4,0,2015,2670229,ESP
1651,Seung-Yul Noh,65,71.465,292.7,54.87,65.9,0.066,-0.22,-0.154,432,1,0,2015,711609,KOR
1652,Shawn Stefani,94,70.421,296.3,62.06,68.79,0.07400000000000001,0.423,0.49700000000000005,1171,3,0,2015,1757803,USA
1653,Spencer Levin,99,70.837,283.7,69.09,68.27,-0.065,0.135,0.07,764,1,0,2015,836698,USA
1654,Steve Wheatcroft,87,71.072,288.3,63.03,64.59,0.345,-0.38299999999999995,-0.038,536,2,0,2015,973024,USA
1655,Steven Alker,62,71.094,278.3,71.41,66.57,-0.146,0.163,0.017,216,0,0,2015,236862,NZL
1656,Steven Bowditch,103,70.835,302.1,54.04,63.43,0.14400000000000002,0.256,0.4,454,2,1,2015,3075410,AUS
1657,Stewart Cink,77,70.774,293.6,57.35,72.94,0.102,0.36700000000000005,0.46799999999999997,612,1,0,2015,694655,USA
1658,Sung Joon Park,79,71.469,283.7,65.73,64.72,-0.42100000000000004,-0.16699999999999998,-0.588,426,1,0,2015,597103,KOR
1659,Tim Wilkinson,73,71.944,279.1,63.09,62.44,-0.278,-0.569,-0.847,183,0,0,2015,171654,NZL
1660,Tom Hoge,83,70.812,292.2,58.84,66.03,0.005,0.41,0.415,441,2,0,2015,690319,USA
1661,Tony Finau,106,70.281,309.0,54.3,67.61,-0.006,0.634,0.628,1293,5,0,2015,2095186,USA
1662,Troy Merritt,91,71.458,285.2,62.83,63.37,0.384,-0.579,-0.195,1148,3,1,2015,2092669,USA
1663,Tyrone Van Aswegen,58,71.684,285.6,53.39,66.77,-0.152,-0.428,-0.58,142,0,0,2015,168234,RSA
1664,Vijay Singh,78,70.76100000000001,290.6,60.06,66.24,-0.511,0.812,0.302,508,1,0,2015,752462,FIJ
1665,Webb Simpson,81,70.31,289.4,67.85,67.81,-0.6459999999999999,1.3459999999999999,0.7,1213,5,0,2015,2046260,USA
1666,Whee Kim,71,71.097,282.4,60.4,68.2,-0.09300000000000001,0.081,-0.013000000000000001,393,2,0,2015,755998,KOR
1667,William McGirt,103,70.64699999999999,280.4,67.87,67.85,0.06,0.395,0.455,955,1,0,2015,1004696,USA
1668,Willy Wilcox,58,69.804,296.6,68.98,72.53,0.322,0.863,1.186,649,4,0,2015,1168302,USA
1669,Zac Blair,108,70.714,273.1,67.91,65.54,0.527,-0.35600000000000004,0.171,1126,2,0,2015,1244676,USA
1670,Zach Johnson,90,69.753,282.6,71.21,68.58,0.04,1.081,1.12,1450,10,1,2015,4801487,USA
1671,�?ngel Cabrera,53,71.734,299.7,55.9,64.88,-0.5720000000000001,-0.032,-0.604,208,0,0,2015,381942,ARG
1672,Aaron Baddeley,93,70.888,291.7,55.42,63.11,0.581,-0.34700000000000003,0.23399999999999999,922,5,1,2016,1644915,AUS
1673,Abraham Ancer,51,72.137,276.4,65.42,61.81,-0.42100000000000004,-0.307,-0.727,147,0,0,2016,162811,MEX
1674,Adam Hadwin,93,70.719,290.1,63.62,66.07,0.529,-0.003,0.526,748,2,0,2016,1067809,CAN
1675,Adam Scott,79,69.47,304.6,55.55,70.76,-0.168,2.062,1.8940000000000001,1930,9,2,2016,6473090,AUS
1676,Alex Cejka,71,70.675,281.5,65.89,67.99,0.011000000000000001,0.631,0.642,754,4,0,2016,1566308,GER
1677,Andres Gonzales,80,71.681,294.7,54.55,66.17,0.008,-0.469,-0.462,307,1,0,2016,579667,USA
1678,Andrew Landry,53,71.143,294.7,65.55,64.63,0.654,-0.6940000000000001,-0.04,217,1,0,2016,373980,USA
1679,Andrew Loupe,75,71.423,309.3,45.56,63.41,0.301,-0.41600000000000004,-0.115,535,4,0,2016,1075276,USA
1680,Anirban Lahiri,72,71.139,291.7,56.31,62.88,-0.02,0.08800000000000001,0.068,494,1,0,2016,835171,IND
1681,Ben Crane,80,70.908,280.3,63.18,63.6,0.21600000000000003,0.037000000000000005,0.253,500,1,0,2016,607892,USA
1682,Ben Martin,92,71.282,288.8,62.14,66.73,0.14,-0.11699999999999999,0.023,901,2,0,2016,1205730,USA
1683,Bill Haas,86,70.444,289.6,62.34,67.14,-0.174,0.693,0.519,1285,6,0,2016,2390199,USA
1684,Billy Horschel,73,70.548,293.0,60.71,67.7,0.076,0.733,0.81,1199,5,0,2016,1744571,USA
1685,Billy Hurley III,66,70.846,277.7,65.36,62.71,0.433,-0.084,0.348,1121,2,1,2016,1770400,USA
1686,Blayne Barber,84,71.032,289.6,62.37,66.74,0.01,0.08800000000000001,0.099,628,1,0,2016,768585,USA
1687,Boo Weekley,83,71.0,291.5,66.98,67.87,-0.225,0.307,0.08199999999999999,532,2,0,2016,991660,USA
1688,Branden Grace,63,70.204,295.6,55.14,66.76,-0.105,0.96,0.855,1443,6,1,2016,2878868,RSA
1689,Brandt Snedeker,93,70.203,292.6,58.69,65.67,0.34299999999999997,0.518,0.86,592,7,1,2016,3960142,USA
1690,Brendan Steele,88,70.855,302.2,60.29,68.72,-0.257,0.532,0.275,1001,2,0,2016,1589266,USA
1691,Brendon Todd,66,72.72800000000001,280.1,58.02,54.23,0.462,-2.055,-1.5930000000000002,60,0,0,2016,75772,USA
1692,Brendon de Jonge,83,71.60300000000001,287.5,59.19,65.64,0.156,-0.489,-0.332,304,0,0,2016,415583,ZIM
1693,Brett Stegmaier,87,70.995,295.3,60.93,66.8,-0.06,0.10800000000000001,0.048,559,3,0,2016,1086714,USA
1694,Brian Harman,104,70.99600000000001,289.7,63.41,64.85,0.485,-0.225,0.26,1187,2,0,2016,1299801,USA
1695,Brian Stuard,66,71.242,277.7,71.07,63.3,-0.022000000000000002,-0.07,-0.09300000000000001,1040,1,1,2016,1666014,USA
1696,Bronson Burgoon,83,71.132,293.1,57.3,66.24,0.015,-0.217,-0.20199999999999999,428,0,0,2016,557020,USA
1697,Brooks Koepka,75,69.956,302.6,58.6,66.98,0.445,0.648,1.092,1541,7,0,2016,3322393,USA
1698,Bryce Molder,80,70.90100000000001,280.2,62.53,61.32,0.5529999999999999,-0.013000000000000001,0.54,718,5,0,2016,1353385,USA
1699,Bubba Watson,72,70.333,310.6,55.11,69.16,-0.36700000000000005,1.359,0.992,478,4,1,2016,3492842,USA
1700,Cameron Smith,73,71.759,286.3,59.21,62.72,-0.057,-0.706,-0.763,304,0,0,2016,477843,AUS
1701,Cameron Tringale,81,71.256,285.1,59.57,65.66,0.057,-0.081,-0.024,539,1,0,2016,1064066,USA
1702,Camilo Villegas,83,71.44,287.0,52.18,62.1,0.203,-0.5720000000000001,-0.369,313,0,0,2016,450056,COL
1703,Carlos Ortiz,79,71.906,298.9,52.77,64.44,-0.223,-0.47700000000000004,-0.701,238,0,0,2016,263466,MEX
1704,Chad Campbell,90,70.566,287.9,64.39,68.15,-0.256,0.821,0.565,829,3,0,2016,1168073,USA
1705,Chad Collins,73,71.532,279.3,57.41,62.4,-0.004,-0.44799999999999995,-0.452,402,1,0,2016,734548,USA
1706,Charl Schwartzel,73,70.00399999999999,296.7,56.86,68.73,-0.13699999999999998,1.18,1.043,430,5,1,2016,2936027,RSA
1707,Charles Howell III,91,70.418,303.4,52.6,68.01,0.133,0.54,0.6729999999999999,1191,5,0,2016,1974962,USA
1708,Charley Hoffman,91,70.658,298.2,54.8,64.58,-0.036000000000000004,0.598,0.562,1383,1,1,2016,2350239,USA
1709,Chesson Hadley,81,71.541,296.5,56.58,65.26,-0.165,-0.047,-0.213,293,0,0,2016,503993,USA
1710,Chez Reavie,90,70.661,287.3,68.22,68.09,-0.262,0.7609999999999999,0.5,772,2,0,2016,1086964,USA
1711,Chris Kirk,90,70.92,285.9,62.02,64.05,-0.006,0.66,0.653,1167,3,0,2016,1762335,USA
1712,Chris Stroud,82,71.101,286.3,60.7,66.6,0.15,-0.028999999999999998,0.121,412,1,0,2016,599176,USA
1713,Colt Knost,90,70.785,269.7,73.36,65.25,0.384,-0.06,0.324,803,3,0,2016,1594587,USA
1714,D.A. Points,55,71.655,282.3,59.47,65.36,-0.596,0.19,-0.406,167,0,0,2016,305250,USA
1715,D.H. Lee,61,73.415,280.4,60.85,60.14,0.042,-1.821,-1.778,104,0,0,2016,174683,KOR
1716,Daniel Berger,92,70.339,298.4,56.68,67.67,0.175,0.718,0.893,422,6,1,2016,3290764,USA
1717,Daniel Summerhays,99,70.771,288.0,58.65,63.02,0.5920000000000001,-0.35600000000000004,0.23600000000000002,975,2,0,2016,2045968,USA
1718,Danny Lee,93,71.118,286.6,64.05,63.95,-0.207,0.51,0.302,699,2,0,2016,1405722,NZL
1719,David Hearn,95,70.87,281.2,65.94,68.25,0.214,0.311,0.525,1084,2,0,2016,1211514,CAN
1720,David Lingmerth,84,71.05,284.8,67.36,63.99,0.055,0.20600000000000002,0.261,925,2,0,2016,1863783,SWE
1721,David Toms,62,70.872,269.7,67.98,65.5,0.132,0.248,0.38,455,1,0,2016,774522,USA
1722,Dawie van der Walt,72,71.376,290.2,56.89,66.75,-0.061,-0.213,-0.27399999999999997,239,0,0,2016,301697,RSA
1723,Derek Ernst,59,72.075,294.6,60.1,66.18,-0.556,-0.127,-0.6829999999999999,159,0,0,2016,190736,USA
1724,Derek Fathauer,94,71.07300000000001,288.2,52.02,62.0,0.353,-0.752,-0.39899999999999997,633,1,0,2016,898430,USA
1725,Dicky Pride,55,72.102,278.9,65.86,60.9,0.14400000000000002,-0.9740000000000001,-0.83,84,0,0,2016,101456,USA
1726,Dustin Johnson,87,69.172,313.6,57.17,67.82,0.32799999999999996,1.6640000000000001,1.993,2380,15,3,2016,9365185,USA
1727,Emiliano Grillo,93,70.637,294.3,66.93,68.52,-0.055999999999999994,0.534,0.479,902,3,1,2016,3371705,ARG
1728,Erik Compton,65,71.884,284.7,53.64,58.64,-0.019,-0.679,-0.698,236,0,0,2016,247903,USA
1729,Ernie Els,66,71.37100000000001,292.8,52.93,61.2,0.405,-0.428,-0.024,273,1,0,2016,559024,RSA
1730,Fabián Gómez,82,71.346,289.0,61.44,63.71,0.213,-0.249,-0.037000000000000005,1450,4,1,2016,2227040,ARG
1731,Francesco Molinari,64,70.436,286.7,63.76,64.93,-0.29600000000000004,0.8590000000000001,0.562,550,3,0,2016,1083155,ITA
1732,Freddie Jacobson,86,70.809,280.3,59.03,64.86,0.478,-0.43200000000000005,0.047,714,3,0,2016,1354196,SWE
1733,Gary Woodland,95,70.234,306.1,56.69,68.74,-0.13,1.097,0.968,510,4,0,2016,2392044,USA
1734,Geoff Ogilvy,63,71.464,291.9,61.24,63.65,-0.43700000000000006,0.249,-0.187,283,1,0,2016,397595,AUS
1735,George McNeill,51,71.848,284.5,60.99,64.16,-0.485,-0.306,-0.7909999999999999,134,0,0,2016,213895,USA
1736,Graeme McDowell,63,70.899,281.4,67.7,64.44,-0.20800000000000002,0.03,-0.17800000000000002,1250,5,1,2016,2596170,NIR
1737,Graham DeLaet,70,71.074,297.9,60.11,68.35,-0.21100000000000002,0.28300000000000003,0.07200000000000001,490,3,0,2016,908557,CAN
1738,Greg Owen,85,71.67699999999999,297.7,59.22,69.75,-0.9470000000000001,0.532,-0.415,319,1,0,2016,484955,ENG
1739,Harold Varner III,92,71.045,302.0,59.33,66.24,-0.377,0.478,0.10099999999999999,819,4,0,2016,1327320,USA
1740,Harris English,97,70.46300000000001,299.2,55.01,64.83,0.5920000000000001,-0.017,0.574,1270,3,0,2016,2014283,USA
1741,Henrik Norlander,71,71.157,288.1,63.39,68.24,0.018000000000000002,0.049,0.066,273,0,0,2016,290889,SWE
1742,Hideki Matsuyama,76,70.03399999999999,294.5,62.04,68.11,-0.025,1.315,1.29,728,8,1,2016,4193954,JPN
1743,Hiroshi Iwata,85,71.693,288.8,58.34,59.5,0.154,-0.775,-0.621,339,1,0,2016,634862,JPN
1744,Hudson Swafford,104,70.875,306.9,61.43,68.8,0.203,0.1,0.302,981,1,0,2016,1027314,USA
1745,Hunter Mahan,61,72.105,294.8,57.13,62.75,0.29100000000000004,-1.063,-0.773,174,0,0,2016,230694,USA
1746,J.B. Holmes,77,70.523,314.5,51.68,65.17,-0.153,0.634,0.48100000000000004,360,6,0,2016,2969608,USA
1747,J.J. Henry,68,72.01899999999999,287.3,59.33,67.51,-0.237,-0.475,-0.711,162,0,0,2016,280674,USA
1748,James Hahn,85,71.245,290.9,60.71,64.58,-0.245,0.001,-0.244,1452,3,1,2016,2367521,USA
1749,Jamie Lovemark,91,70.896,304.8,57.32,65.32,0.142,0.321,0.46299999999999997,1232,5,0,2016,1940890,USA
1750,Jason Bohn,67,71.126,276.3,67.56,66.33,0.032,-0.252,-0.22,670,3,0,2016,1369705,USA
1751,Jason Day,76,69.313,304.2,50.46,67.23,1.13,0.987,2.1180000000000003,1440,10,3,2016,8045112,AUS
1752,Jason Dufner,105,70.212,293.2,62.83,70.15,-0.353,0.84,0.488,522,6,1,2016,2879884,USA
1753,Jason Gore,78,71.627,289.2,63.63,66.52,-0.079,-0.45299999999999996,-0.532,307,0,0,2016,416654,USA
1754,Jason Kokrak,89,70.57,307.4,58.41,68.66,-0.27,0.83,0.56,1554,4,0,2016,1934250,USA
1755,Jeff Overton,69,71.46600000000001,285.0,59.25,63.85,-0.41600000000000004,-0.076,-0.49200000000000005,289,1,0,2016,410246,USA
1756,Jerry Kelly,76,70.937,278.2,71.2,66.67,-0.214,0.381,0.16699999999999998,834,2,0,2016,1328657,USA
1757,Jhonattan Vegas,97,70.903,304.4,56.57,69.71,0.098,0.505,0.604,362,5,1,2016,2478980,VEN
1758,Jim Furyk,52,70.13,280.8,69.09,68.27,0.067,0.46299999999999997,0.53,745,3,0,2016,1538204,USA
1759,Jim Herman,93,71.206,291.1,65.59,65.65,-0.278,0.098,-0.18,1415,2,1,2016,2091274,USA
1760,Jimmy Walker,85,70.393,301.3,48.31,63.96,0.243,0.649,0.892,652,5,1,2016,4148546,USA
1761,John Huh,86,71.104,284.7,68.3,66.21,-0.209,0.158,-0.05,690,3,0,2016,1007219,USA
1762,John Senden,88,70.717,289.7,60.07,68.86,0.32899999999999996,0.18,0.51,719,1,0,2016,989841,AUS
1763,Johnson Wagner,86,70.781,289.4,61.13,69.38,0.273,0.095,0.368,808,3,0,2016,1083787,USA
1764,Jon Curran,99,71.145,271.9,64.35,63.02,0.40700000000000003,-0.354,0.053,950,3,0,2016,1902481,USA
1765,Jonas Blixt,79,71.19,290.3,57.79,60.96,0.52,-0.621,-0.10099999999999999,576,2,0,2016,1115322,SWE
1766,Jordan Spieth,80,69.52,295.4,58.14,63.52,0.758,0.8109999999999999,1.569,1168,8,2,2016,5538470,USA
1767,Justin Rose,65,70.148,303.9,57.9,67.92,-0.19699999999999998,1.325,1.128,1191,5,0,2016,2085365,ENG
1768,Justin Thomas,99,70.571,301.3,53.94,65.63,-0.185,0.506,0.32,748,7,1,2016,4126366,USA
1769,K.J. Choi,73,71.093,275.3,66.18,65.37,0.35200000000000004,-0.174,0.17800000000000002,705,2,0,2016,1328448,KOR
